대여소_ID,위도,경도,500m내_대여소가중치,500m내_버스정류소가중치,500m내_지하철역가중치,500m내_사고건수_가중치,500m내_자전거보관소가중치,500m내_교차로가중치,500m내_자전거도로가중치,500m내_관광지_여부,동,500m내_휴게음식점가중치,500m내_고등학교가중치,500m내_대학교가중치,구
ST-997,37.53439,126.869598,1.3804122576723747,7.51061655337513,0.0,4.687262049014697,0.0,7.793552350895923,0.686353158281986,0,목동,19.010780531174554,0.0,0.0,양천구
ST-996,37.524334,126.850548,2.4378069407201473,8.165467462001939,0.4518018718147394,22.602230351304584,0.0,8.877478493353856,0.4762232324416731,0,신월동,17.767422156660768,0.0,0.0,양천구
ST-995,37.510597,126.857323,1.9023361818363034,11.770288976098051,0.0,5.68788358185627,0.0,4.419948248199571,2.0277683648143645,0,신정동,9.19539343242255,0.3800662883659922,0.0,양천구
ST-994,37.529163,126.872749,3.1868225403544654,7.067972534532178,0.1751396230921558,18.952735028053173,0.0,12.449750293801596,1.5096596304525303,0,목동,57.69401936252508,0.0,0.0,양천구
ST-993,37.521511,126.857384,1.1883387377134262,8.504777417599657,0.4646281085704119,15.896747842159334,0.0,6.282443754278778,0.08293608599773439,0,신정동,32.40216634316664,0.707383444958619,0.0,양천구
ST-992,37.549061,126.954178,2.934055859854589,9.418821950379305,0.38438672334876345,0.9370711545112832,1.03035162047201,3.4427798679840453,0.0,0,공덕동,46.91194841017439,0.27672712553019474,0.0,마포구
ST-991,37.584503,126.885597,4.4856518280616555,14.488522391183867,0.0,0.0,0.0,7.605688473082585,2.448101906811127,0,상암동,15.054394304685424,1.523514505036411,0.0,마포구
ST-990,37.57362,126.898048,4.112393023310665,10.53454698336887,1.6257061973129963,1.9499804155014266,1.252891727105498,4.311908506016839,1.584421756436857,0,상암동,25.226791210881913,0.0,0.0,
ST-99,37.53186,127.067192,2.1684730113173107,5.694592376719351,0.8833043448565763,30.88553135867257,5.358660908265093,7.309342871924944,0.8960268381164007,0,자양동,28.087201618235582,0.0,0.0,광진구
ST-988,37.535221,127.068398,3.434748107571199,11.104856827237732,0.881697550043376,39.29618755932836,6.396386918758472,7.576270366354924,0.47819828846411816,0,자양동,55.92052177289216,0.18693907774856688,0.0,광진구
ST-987,37.538052,127.076599,3.2148004635853074,6.23437086786174,0.0,23.306357211304245,9.597992416471039,5.712664849008873,1.3531092112799321,0,자양동,35.827929772821115,0.15145283669008303,0.0,광진구
