대여소_ID,위도,경도,500m내_대여소가중치,500m내_버스정류소가중치,500m내_지하철역가중치,500m내_사고건수_가중치,500m내_자전거보관소가중치,500m내_교차로가중치,500m내_자전거도로가중치,500m내_관광지_여부,동,500m내_휴게음식점가중치,500m내_고등학교가중치,500m내_대학교가중치,구,총_사용인원,평균_사용인원
ST-986,37.550488,127.108955,0.8327808690140699,8.795886243066377,0.0,0.0,2.348548166351784,2.062334468691956,0.9784093123998748,0,22,11.9841625405033,0.0,0.1768358860186121,광진구,2064.0,7.591181399010345
ST-985,37.565659,127.084297,2.182100157639619,14.208042247225547,0.9642303269379808,0.0,6.890016845452735,8.49063095930745,0.8425166821743756,0,317,44.36350886599523,0.1603882638048015,0.0,광진구,16140.0,58.572127863495005
ST-984,37.539501,127.083,3.65286069117429,6.944585252512006,0.5492078465934505,22.38774435058773,16.013136321005334,3.687673126623212,2.8018443639051163,0,292,45.58306794838673,0.0,0.0,광진구,25811.0,93.960039283243
ST-983,37.557587,127.079697,2.799973538924919,11.02250274559175,1.8057628059522948,22.92040306885645,14.19786036978439,6.517705690542697,3.111848012165659,0,317,59.25208037456285,0.0,0.0,광진구,32849.0,119.27883080094568
ST-981,37.489872,127.11084,1.6762874301599409,2.529476159573443,0.0,10.89048563686926,0.0,3.2872020991317603,0.7950483874998586,0,122,11.89226097285938,0.0,0.0,송파구,2449.0,8.899920997195027
ST-980,37.528454,127.078033,2.038193371655604,2.9274180748695287,0.0,13.334108713562578,3.0573742530481347,2.2164445167090343,1.7142436365374372,0,292,15.246770648284931,0.0,0.0,광진구,25851.0,94.66539557945384
ST-98,37.537308,127.070351,3.6840275727728153,11.601958818583508,1.5714723012657887,35.499985049975834,8.902166900086575,6.454642987577522,1.1555582478744102,0,292,88.79429617397486,0.3884516193156154,0.0,광진구,26855.0,97.77928775310146
ST-977,37.565052,126.973404,4.446485774413195,8.842561478504628,1.038640860094323,0.0,0.0198528467483694,3.3817504755609056,2.493301551191864,1,164,68.54466027456863,0.9230493075938132,0.0,중구,10920.0,38.359038003059744
ST-975,37.567284,126.818275,5.477008413977839,8.427765616122832,0.6262551169971036,9.857296736851255,0.0,8.539134006954344,1.0478989203069695,0,99,23.22133112304717,0.3478031604396931,0.0,강서구,53454.0,187.50152460566255
ST-974,37.541912,127.077637,2.6963797596512427,2.754306948815568,0.0,9.11181856984208,14.415178804121158,0.5383423672781235,0.0985456572056477,0,377,17.18231159863358,0.0,0.7598031745191931,광진구,41586.0,153.7455422353689
ST-973,37.542778,127.075371,3.526138318324936,3.9541283893903545,0.2803243589962777,7.4075599717860126,12.158090697546715,1.8271949901815971,0.1470543022960241,0,377,40.33851906682913,0.0,0.7485427607465363,광진구,11461.0,41.31560629140558
ST-972,37.53989,127.073364,2.964429874893506,6.987132808984298,0.8275838015280089,17.02018851902172,13.351359670555093,4.377300000604904,1.5139614845846987,0,377,85.57806868928145,0.0273252628027048,0.1199769743259013,광진구,25184.0,90.67381430850509
ST-971,37.623863,127.068489,3.3013291878751208,11.715297667801147,0.0,1.2024044896514878,1.1369348898589222,5.300901567482325,0.0,0,271,7.694009293559031,0.0,0.0,노원구,16758.0,60.9473580506704
ST-970,37.621555,127.069511,2.013335864174951,12.248372340190228,0.0609836487483299,1.2053300188980804,0.3599608346833143,6.349034060763903,0.0,0,271,7.500935990734678,0.0,0.0,노원구,10064.0,36.56876662239362
ST-97,37.54705,127.074333,6.582247174412835,6.755847820881476,0.8519209947558763,3.259088530443079,12.32207524506619,5.737100676176095,0.8881477994110896,0,377,48.06048515200726,0.0,0.1539787961854238,광진구,29199.0,106.20231008923191
ST-968,37.568977,126.894402,2.1719184669287106,4.045704130446595,0.0,3.2949491678365908,0.0,2.2982163306126244,0.0,0,171,17.939321302753115,0.0,0.0,마포구,5630.0,21.166433478342704
ST-967,37.558304,127.05806,2.025261390583105,1.667541310033187,0.0,7.308538515044093,0.0,0.518625829644281,1.203738835810904,1,253,2.9934498059943664,0.0,0.0,성동구,11572.0,41.119329266589
ST-966,37.501663,127.042976,2.108364559051997,6.559787248921703,0.0,0.9896718821230228,0.8533946284803681,4.133144418439359,0.1073669606953081,0,227,77.62002358551669,0.2964796531109473,0.0,강남구,5442.0,19.62090393207098
ST-965,37.480869,126.953316,5.09132027905415,13.145399935700356,1.7241769231534354,0.0,0.0,5.485722642318297,0.6693038894404066,0,137,89.65819650374743,0.0,0.0,관악구,14067.0,50.796919623092386
ST-964,37.625317,127.088135,0.8216356593319918,5.458963969074692,0.0,0.5579362319134612,0.0,6.399002660636441,2.795110084035787,0,17,10.762144807596744,0.0,0.2141482604611836,노원구,13830.0,50.100273581617984
ST-963,37.516811,127.040474,0.7890747097379911,6.938189158793058,1.6449882159206346,0.0,0.0,4.790303752614998,1.021219980273216,0,57,61.14917746135369,0.1469481952097736,0.0,강남구,8529.0,31.273300155857367
ST-962,37.51759,127.035027,3.002227901881593,6.449790057264155,0.1255446188328468,0.0,0.0,2.877878090715222,0.5640706538817977,0,57,45.84754598655103,0.0,0.0,강남구,3957.0,14.74252003801775
ST-961,37.518639,127.0354,2.900335088254105,6.190301566034234,0.0,0.0,0.0,3.218034392150785,0.5391084036296498,0,57,44.54343791160095,0.0,0.0,강남구,3036.0,11.362939220483975
ST-960,37.494823,127.047905,2.2272413188333093,7.467450450290884,0.0,9.849853146863296,0.0,5.486991780238084,1.5176913636989395,0,227,21.48588352662927,0.0,0.0,강남구,2520.0,9.272909356725146
ST-96,37.575665,126.894447,2.036240116862936,7.056385460379744,0.3203761866366803,0.0,1.4990883721375177,6.547668463645714,1.9230715089299,1,156,30.820212752947384,0.0,0.0,마포구,9173.0,34.71263265291508
ST-959,37.501545,127.038567,1.2095145568328125,6.023528225662215,1.0290539462896768,0.0,0.1049722954085763,3.1087806136246536,1.2837176002898334,0,227,92.30182470166316,0.0,0.0,강남구,9200.0,33.57899490574262
ST-958,37.475605,127.050377,1.5361128237163646,9.493678749837036,0.0,2.3927247891195966,0.0,3.9663435649750927,0.5668276748277937,0,9,35.759965391377186,0.7969393784581058,0.0,강남구,11813.0,42.97575089130296
ST-957,37.481384,127.053917,3.329029705711616,8.093195517276467,0.0,0.1677217374535802,0.0,6.466574062925947,1.61244146066105,0,9,8.688722359131576,0.0,0.0,강남구,9983.0,36.33079452393526
ST-956,37.492809,127.041389,1.6348840946801602,8.288334579691293,0.0,0.0,0.0,6.8573892120999,0.933705413136056,0,227,45.91239343704888,0.0,0.0,강남구,8563.0,31.166692075087383
ST-954,37.51807,127.047119,1.0582974683094788,3.894016392408889,0.0,0.4795401043047094,0.0,4.142656216247192,1.3810838642278185,0,147,42.84845558972029,0.0,0.0,강남구,5834.0,21.292209055246808
ST-953,37.519787,127.056763,2.058725194700876,6.380262021080736,0.2388796296305662,0.0,0.0,3.2506447232992133,0.1025368404153078,0,147,23.4783851862828,0.5878521991119174,0.0,강남구,2302.0,8.405166229968861
ST-952,37.480721,126.909325,2.248808910487678,7.669648987801963,0.0,5.869807651783268,0.0,6.469294684889571,0.9813265496881044,0,195,21.424176924471947,0.0,0.0,금천구,11951.0,42.68569331983806
ST-951,37.471165,126.937019,3.7286849582389694,12.469776804898205,0.3051125334791515,9.120829188208628,0.0,11.711276130547937,0.4829126492683847,1,195,65.75145004250679,0.0200489662388748,0.0,관악구,6983.0,25.228006686296165
ST-950,37.483192,126.902031,4.120405926975248,11.183352532092298,1.3792613652150405,55.255220671826166,1.186876049862399,8.728651776163675,1.6499778147128363,0,195,45.06135396087033,0.0,0.0,관악구,21109.0,76.03530171011292
ST-95,37.577469,126.897362,3.645373201613232,8.808027670642613,1.829984173936484,0.9546135301735066,3.1914359751297456,5.931909164742728,1.3789839711166012,1,156,30.273579419963827,0.0,0.0,마포구,33778.0,126.75357821910524
ST-949,37.494743,126.983063,3.3251832912280435,10.807085721626017,0.0,8.030150055710111,0.2852313185806463,4.158328592172378,0.0,0,126,27.53906641049157,0.4404565754150005,0.0,서초구,19992.0,71.22413885229102
ST-948,37.62608,127.026482,2.558115755707049,9.422122980480026,1.7275458206003016,16.857571635944677,0.0,7.15359250974356,0.0,0,124,44.47209803467113,0.4305619345653144,0.1845863019045803,강북구,13330.0,50.29169052788046
ST-947,37.589329,127.016434,3.8172920619344257,13.063074716470162,2.0027140620406767,1.848260862894687,2.076190975104786,7.872251666817482,1.1667810612995768,0,146,73.67519656054606,0.1692024452859856,0.0,성북구,13702.0,49.093626008494425
ST-946,37.555367,126.968643,4.736211675265054,9.124254102249292,2.4444876480084616,0.0,0.3248047797367968,5.674035097571904,0.8873585385229454,1,160,51.07863579612703,0.0,0.0,중구,15868.0,55.77666787318961
ST-944,37.56139,126.995354,2.365395487914523,5.345842244221892,3.1677952208379274,0.0,0.0,7.219878530862916,1.1011252679427146,0,341,86.62658963822922,0.0,0.0,중구,11221.0,39.27596512183468
ST-943,37.566731,126.996605,4.881834483304078,9.83173252569281,2.5399857912268806,1.6318819781359886,2.1132537240660243,8.52327137953224,1.0097812062785594,1,276,64.88354294835139,0.0,0.0,중구,14187.0,49.66013562524432
ST-94,37.57822,126.89447,3.0590048867390074,8.122829056133547,0.6318729984285799,0.0,1.3799436104758056,7.113232105870942,2.1455752593142865,1,156,35.26751373721926,0.0,0.0,마포구,23824.0,89.5754745689265
ST-937,37.483879,127.089027,0.1191017677621673,4.265412498740405,0.0,0.0,0.0,4.443709657491323,1.0746690217749522,0,182,2.2913790292730045,0.0,0.0,강남구,5348.0,19.4913597434221
ST-936,37.482883,126.901039,3.2587308947030325,11.108603107853844,1.3435387906755776,59.077356254600105,0.9619387336269972,8.386696926868108,1.292159201230772,0,27,47.005769140818266,0.0,0.0,구로구,34449.0,120.19274319550182
ST-935,37.488972,126.982719,5.5309008803625925,12.18461049049123,1.6431240084011065,27.40162281483123,6.625083980865788,5.1749662121924285,0.3262036121355172,1,126,64.50904044674003,0.6861212836068411,0.0,서초구,31303.0,111.6857244372643
ST-933,37.5042,127.087532,1.9015279955282784,7.056837094108998,0.8687510450193806,59.953851280955625,4.69263873302384,4.998740443254404,1.450647884560424,0,293,48.034696431399446,0.0,0.0,송파구,23780.0,85.2745380585598
ST-931,37.591694,127.012497,1.9208730774866816,14.228013669090556,0.3370359560060232,1.9874754183849956,1.3138343730506543,8.843517840799286,0.0,0,91,44.05431551646809,0.0,0.0,성북구,9963.0,35.843815997757645
ST-930,37.493343,127.14473,3.3439989190219155,8.328303911602026,0.867113406925769,26.12175558557229,0.0,6.888937657133551,2.64952733900005,0,11,36.42512002487685,0.4781136551461858,0.0,송파구,21025.0,75.45458630741238
ST-93,37.575069,126.899918,5.786398314766784,12.630158781291042,2.8218068367701523,4.361346315074847,3.452920663218126,6.225190127332305,0.9823446863148256,0,156,16.29744960916587,0.0,0.0,은평구,26766.0,91.80710470085471
ST-929,37.459953,127.024742,1.6719787705867328,5.519915482789964,0.0,0.0,0.5439436850054822,2.7484043148751884,1.9509129432353864,0,262,5.504616253295918,0.0,0.0,서초구,2690.0,9.824460971797928
ST-928,37.501713,126.995476,3.405196352952712,8.31063475516835,0.7513048614354729,0.4982856411790887,7.310173763773338,5.2351305515868685,2.739806500061268,0,125,11.901752935752269,0.9660193889767704,0.0,서초구,10953.0,38.990043987145434
ST-927,37.502636,127.012314,1.3821200784035643,12.52384231565328,0.5588282937345508,0.0,1.5503133896529897,6.238595408179918,0.0,0,125,27.39626913472721,0.2432018008823854,0.0,서초구,17474.0,62.391935530250755
ST-926,37.454407,127.064926,2.3626784321887304,4.166323975747771,0.0,0.0,0.8757704570115536,4.681637964395873,0.8692293559171465,0,50,3.109656275639212,0.0,0.0,서초구,1932.0,7.114501714838908
ST-925,37.447659,127.055016,1.90884927472986,5.294577096901385,0.8438858655840502,0.0,4.180639896684621,7.651436796350859,3.284152495719076,0,267,15.459020279786513,0.0,0.0,서초구,3379.0,12.058871165066817
ST-920,37.494995,126.858253,4.746298195011233,14.934565108311675,0.6781727661827243,20.87969156800884,0.8160200891233557,7.032087482357685,0.612393180473499,0,8,44.68041564087518,0.0,0.0,구로구,20699.0,72.05785639647709
ST-92,37.571476,126.889687,1.016589328060555,6.577995235398315,0.0,0.0,0.0,1.502884098166521,0.4860264182833689,0,156,6.556449395711642,0.0,0.0,마포구,9419.0,36.610970386117
ST-919,37.499889,126.867699,1.4531842679535836,3.7174039565199952,0.1948880104357278,1.510695766105147,0.0,3.890060030501964,0.0,0,15,14.744669841501269,0.1738778949159318,0.703020167842721,구로구,59291.0,206.3074158456486
ST-918,37.494404,126.894447,1.9063013277061387,11.27765285672782,1.8410930104799916,52.62375922363949,2.4769169707179293,4.674949862505976,1.3238264252162382,0,27,26.536091308964195,0.0,0.0,구로구,38210.0,133.32596544260338
ST-916,37.665665,127.042671,5.317310398648139,10.416685604982009,0.5669157994909688,49.99234330759388,0.0,7.01447724119215,0.4576859326418113,0,128,44.22400688515132,0.0054429998590981,0.0,도봉구,12322.0,43.23321705531945
ST-915,37.676941,127.055099,3.791332327898063,11.451493854592549,0.8690569238449196,9.398970467632438,8.839794964625458,4.264804181903429,0.7223202837489997,0,151,45.71018204650971,0.0,0.0,노원구,16670.0,60.938714081494396
ST-914,37.66,127.072968,2.990337334624332,12.274713367447848,1.642799039607992,24.739993378269737,5.923489511056729,12.68825480920206,0.6158958739615422,0,151,46.97169737269371,0.0,0.0,노원구,57940.0,210.43801633657472
ST-913,37.622662,127.061897,1.7719704788631925,7.622997616295255,0.8692625107185827,2.679482403960165,0.0,3.3467131465290105,0.0,0,271,31.403959847724423,0.0,0.0,노원구,23422.0,85.28308847140654
ST-910,37.602627,127.041634,3.678652620232637,9.147256921794847,0.9054494964978086,12.733015814661398,7.305801274591229,5.638355394381218,0.3148741917151473,0,358,53.5463095959404,0.0,0.1477822524539034,성북구,37166.0,133.00390358941846
ST-91,37.575657,126.890793,3.5380157010872253,11.959355898409532,0.0,0.0,0.4836822363082241,7.0635687392181215,1.1913034319342728,1,156,42.3172949498888,0.0,0.0,마포구,17485.0,65.60047448130061
ST-908,37.513962,127.121674,0.6873096179684073,6.0309706909330485,0.0,0.032414479319292,4.005257941022364,4.23871507338949,2.1745393203258163,0,127,21.41737858256818,0.0,0.0,송파구,32185.0,115.41520681009813
ST-907,37.478821,127.123512,3.887180540838216,8.30569909211084,0.4334590950379574,3.719070996579452,5.70485002171333,7.99372529721418,3.350272389066344,0,122,84.6189300029434,0.0,0.0,송파구,12142.0,43.385095544552065
ST-906,37.477509,127.126328,3.6222822264651775,10.07782479545854,1.001081548903114,6.95826431768105,5.685532746727562,7.4705120655870205,5.682083979972028,0,122,75.2494470684764,0.0653517777586633,0.0,송파구,24615.0,88.16151684064727
ST-905,37.479465,127.125328,4.166652818336237,11.43664520262078,0.7825244094365618,8.799316494529652,7.227329174369833,8.091006357785647,4.130547833378451,0,122,93.46406854942516,0.2570334293769178,0.0,송파구,20195.0,72.32747211725473
ST-904,37.481537,127.122124,4.142783950548608,8.722550716289891,0.4332590758928246,2.4433339983425366,1.5941949931329154,9.186180693235688,2.190131421585468,0,122,85.13695868204718,0.0,0.0,송파구,34324.0,123.44130746065531
ST-903,37.484531,127.120163,4.269734374027887,7.88564369490738,0.4507360189088469,5.828384006566097,0.0,7.449804223728297,1.277288981228946,0,122,94.83454793333294,0.0,0.0,송파구,29553.0,105.7976397153571
ST-902,37.481632,127.119164,4.923660647125398,6.885674475920675,0.0663832875079446,5.124228732548321,0.3668288949094951,10.892767035286006,1.5591181027057606,0,122,58.6181299805435,0.0,0.0,송파구,1855.0,6.82867676606807
ST-901,37.481239,127.119797,4.686182433912566,7.6678414446384835,0.1367747770195161,4.143342665662111,0.5483749245693658,11.0319058603408,1.875611220661235,0,122,60.24418131211449,0.0,0.0,송파구,6375.0,22.917040724975504
ST-900,37.480576,127.118568,4.609056713548822,5.664284668445552,0.0,6.997996917386107,0.5229930730644444,10.875382923215916,1.7020157193823264,0,122,38.05100452783472,0.0,0.0,송파구,10613.0,37.83424521131043
ST-90,37.577995,126.891472,3.915202615157885,12.750867581263956,0.0041383455135421,0.0,0.445522747984326,7.731602888832456,1.7865173989717196,1,156,57.35953646590803,0.0,0.0,마포구,17320.0,64.81153232799674
ST-9,37.55751,126.918503,2.4761061669184765,19.004770913734717,0.0,8.403570137369677,0.3429810667913514,7.332552720900262,1.186910556016618,0,161,61.79264512870246,0.0,0.0,마포구,24008.0,89.76257954315774
ST-899,37.480843,127.118011,4.490475252854153,4.826581509910168,0.0,7.63250875908276,0.4131490325040379,10.375948363837605,1.4028559310756026,0,122,34.136748507061824,0.0,0.0,송파구,8459.0,30.337580306167265
ST-897,37.49567,127.130592,0.6056537100493307,8.83206602510225,0.005672281339573,0.892866375408734,1.211904664384541,4.994696054450122,0.4244825016171563,0,0,23.78141328725887,0.0,0.0,송파구,7380.0,26.373743623526238
ST-896,37.4977,127.146202,3.436280975308332,7.22397657848281,0.2325367446066014,29.929288160102093,0.3988712507276952,8.110686859251809,3.355215196796726,0,11,31.742814982660384,0.0,0.0,송파구,11574.0,41.45755792516662
ST-895,37.493126,127.143822,3.097575772315853,7.938945307320578,0.9270016398919216,27.852159351303403,0.0,6.30122418558581,2.220542064150985,0,11,34.124881964285805,0.6175356965933909,0.0,송파구,18534.0,66.35278706800447
ST-894,37.520077,127.112366,2.276873675811694,5.8038019042630165,0.6419894233621166,12.676260701138306,0.8201346214679441,3.4064181314307374,0.8317754917180739,0,205,26.07567604738861,0.0,0.0,송파구,28215.0,101.40584122399339
ST-892,37.508968,127.125839,3.7844142227467295,6.3035532426705085,0.9329412555813246,39.26409846861446,1.5942433113179977,4.944723192847861,1.083583053418378,0,127,40.520450799483605,0.1069812484924374,0.0,송파구,36188.0,129.46882415893288
ST-891,37.513126,127.10096,4.224254239336501,12.764952162433929,1.736752226678291,35.13549119801626,3.946234554164464,4.025767867810106,5.761232393798741,1,205,133.34812639922887,0.0,0.0,송파구,127793.0,457.6496993344819
ST-890,37.463322,127.036041,0.9341542872947524,6.47072919008885,0.0,0.0,0.923514612687248,5.201979867006436,0.0,0,218,24.97047893855719,0.0,0.0,서초구,19984.0,71.18359009348138
ST-89,37.57048,126.898895,3.810581743780913,9.896628665421082,1.0509068821454406,3.456624571385958,0.0,3.101438147707545,1.1956215255617066,0,171,22.59879314791018,0.0,0.0,마포구,30814.0,118.060006773574
ST-889,37.4692,127.029007,0.7161316032198428,9.596457088267655,0.0,0.0,0.0,5.517235648283373,0.0,0,262,5.107268382362863,0.0,0.0,서초구,9263.0,32.97925681940175
ST-887,37.477028,126.963394,4.058892933276539,9.358811343986398,1.8644526883671104,0.4707136253978734,0.0,7.677212878751363,1.885417343267501,0,137,41.88775559210161,0.3415815120309352,0.0,관악구,9557.0,34.49011975946759
ST-886,37.470696,126.9422,1.0252273859430154,7.024131985464088,0.3283975659167619,0.0,0.0,6.307760741427697,0.5336057939859196,1,195,11.753099352835411,1.533143290780555,0.0,관악구,3798.0,13.827019827151405
ST-884,37.484257,126.954697,2.8379234946564944,11.73245735777787,0.8141694530350281,0.0,0.0,5.156165909303173,0.4761155836534413,0,137,67.2345877601573,0.0,0.0,관악구,9202.0,33.19324556958424
ST-883,37.479916,126.90284,3.682681780982543,9.040777848817186,0.4343832174301365,39.95501224671324,0.0,5.447091915397339,0.2255550866490542,0,195,44.671725425499375,0.6738889420637596,0.0,관악구,17630.0,63.53748614022641
ST-882,37.486202,126.935814,3.342870405385807,13.40792085284853,0.0,11.527558927087853,0.0,4.70250679010651,2.0711759606156117,0,137,26.357942681570925,0.0,0.0,관악구,33262.0,120.1845466502732
ST-881,37.455799,127.016289,0.317220726205853,5.886917784733167,0.0,0.0,2.2666259675748037,2.2424197847894707,0.6636922107613588,0,262,5.320842954272644,0.0,0.0,서초구,9122.0,32.49725663292692
ST-880,37.456234,127.019348,0.5653653962479586,4.019005078137085,0.0,0.0,2.482128218469558,1.8904536319584944,0.5449670176959985,0,262,1.3290347875099655,0.0,0.0,서초구,4003.0,14.273551744149572
ST-88,37.577393,126.887474,4.5642262095712365,14.822722531796334,0.0,0.0,0.0,3.695980619003687,0.3027149079488527,1,156,36.374355345079394,0.1370851566936798,0.0,마포구,3099.0,11.713130239717458
ST-879,37.471928,127.02684,0.5484203388233491,7.2507377810284925,0.0,0.0,0.0,7.126252625904039,0.0,0,262,10.559756020282208,0.0,0.0,서초구,9205.0,32.83145122724833
ST-876,37.486385,126.839211,4.167813275135597,13.585440612163588,0.8842648227906585,0.0,2.6784177297419984,7.02085483735803,2.060950414986057,0,329,15.917681317817756,0.0955299483547776,0.0,구로구,13669.0,47.49547905159974
ST-875,37.482105,126.845726,0.4769536510922547,3.854310079647756,0.0,0.592634635462459,0.0,3.6193721233685,0.5040814237791565,0,329,-0.3996171142066685,0.0,0.0,구로구,19177.0,66.75090411504205
ST-874,37.480705,126.838959,3.180246085090629,9.707097588804432,0.2071525739728478,0.0,0.0,5.10417539997668,1.5881235435890169,0,329,6.900561112253048,0.0,0.0,구로구,3058.0,10.66994706921431
ST-873,37.503117,126.880386,1.977906751553319,12.405565298597397,0.6484698432100471,3.894248574548088,1.9125647278231088,4.853808620194868,0.4156427641135075,0,27,24.04160060196069,0.0,0.0,구로구,37316.0,129.9276436781609
ST-872,37.49279,126.824524,1.7681503081913243,13.057302159942006,1.54506125616955,0.0,3.405310277413256,4.723910067890161,0.0,0,249,10.032692348004302,0.0,0.0,구로구,4444.0,15.526338943623424
ST-871,37.493671,126.843704,3.184586078405755,8.973842835582829,0.6134138016463612,6.019387000762046,2.4225292077165617,5.697963216165116,0.0,1,246,34.410068662927124,0.0,0.0,구로구,14327.0,49.93993307458825
ST-870,37.494282,126.859215,4.630855568280325,12.32341465087407,0.8885270341130233,15.710695897505763,0.9335785301876796,6.294602102998518,1.1049603823447145,0,8,39.75652846611565,0.0,0.0,구로구,10097.0,35.08746118823705
ST-87,37.56842,126.899429,3.538379216407934,8.623820868807108,0.8486886796657279,5.130142819808013,0.0514705637873321,3.129993584431351,3.558680582439044,0,171,22.565063048179987,0.0,0.0,마포구,34525.0,130.68141142933166
ST-869,37.67625,127.055504,3.825440311985119,11.886425568707775,0.7815042996678203,10.717801299172482,7.879440738895429,3.6366026140952257,0.5598546418466599,0,151,45.69128731225476,0.0,0.0,노원구,14344.0,52.121339046155974
ST-868,37.673618,127.055252,3.7055420476472607,12.726079645560151,0.432701456021714,13.506372710935889,4.413055411028462,3.411362167371794,0.3190895629607381,0,151,37.26894514506685,0.0,0.0,노원구,9496.0,34.63540664077849
ST-867,37.648209,127.070221,4.268424905887435,10.899864790007706,0.0,24.49281840961641,0.0,6.853986309707559,0.9032445563355984,0,316,18.75742234646826,0.8698196247100896,0.0,노원구,16445.0,59.767582118491724
ST-866,37.631622,127.061615,0.8397876027085249,6.257595423890019,0.3452198511760416,7.654447586244155,0.980884089680153,3.420308734182658,0.0,0,271,13.461281849205555,0.0491600902484987,0.0,노원구,17145.0,61.99765129734237
ST-863,37.639671,127.0252,4.7210144803620855,18.477040893512974,1.5060182017030157,55.29790031967721,0.0,7.606354907807646,0.5824753710603927,0,183,70.84412939754088,0.0,0.0,강북구,4011.0,14.205859224892405
ST-862,37.644737,127.026566,1.732400538450757,13.439073820164072,0.1714865212371445,22.9240030326146,0.0,8.423757238445521,0.0,0,183,36.20482301139877,0.0,0.0,강북구,25139.0,89.31338276246173
ST-860,37.633717,127.035515,3.615447586111912,17.91287620476785,0.0,21.88887294980192,0.0,5.716077640843051,0.148528729622846,0,130,8.289468375635543,0.0,0.0,강북구,4495.0,15.909780037002577
ST-86,37.579399,126.88916,5.662461483622899,15.847091679075987,0.0,0.0,0.0,5.973417725505812,0.4755132206128338,1,156,67.4965239343575,0.0,0.0,마포구,25524.0,95.56684250217599
ST-859,37.634377,127.035751,3.639365653921816,17.911412732461148,0.0,22.01908068105419,0.0,6.775380368862466,0.2978147462222189,0,130,9.569927828918187,0.0,0.0,강북구,6198.0,22.007631187779932
ST-85,37.566246,126.896179,4.2461909685164265,4.472976334400791,0.1792517181623656,3.7169531295738105,0.0,2.6340997103998243,0.5655701313943987,0,171,26.42198766402862,0.0,0.0,마포구,17506.0,65.62499261358333
ST-842,37.588448,127.006706,3.106482378855296,13.137696781981491,1.784265230674292,8.388315619298904,2.152504315041938,9.733223978068905,0.0,0,89,36.6281992527737,0.0133276068299384,0.0,성북구,20194.0,72.70328480317039
ST-840,37.514088,127.09903,3.271268938417979,12.700362309569591,1.0127813777866388,40.048602694021405,4.212483807965335,4.338187376059257,6.561783702419215,1,293,139.69286132844462,0.0,0.0,송파구,39042.0,139.49049672549674
ST-84,37.580811,126.88665,5.676206051726772,17.335810337907635,0.0,0.0,0.0,5.3107807552243615,0.0660558455518049,0,156,36.14977095319804,0.6467597578868249,0.0,마포구,9823.0,37.24356750398234
ST-839,37.499413,127.112869,1.704925142989354,6.790025723205309,0.842555788445644,50.20383047247695,3.036226343595669,3.459391738820244,1.1554686533543683,0,180,28.575965357522005,0.8080589240587762,0.0,송파구,18173.0,64.98027712625539
ST-838,37.493179,127.118546,4.833069278031542,8.459717800844764,2.6210890853987623,56.90389448196721,2.2130695123023814,4.462965303526867,4.192281709119644,0,0,44.41652322130364,0.0,0.0,송파구,22857.0,81.94315772391859
