조사년월일,측정소이름,측정지역,일일강수량
20241231,강남,강남구,0.0
20241231,광진,광진구,0.0
20241231,중구,중구,0.0
20241231,성북,성북구,0.0
20241231,성동,성동구,0.0
20241231,서대문,서대문구,0.0
20241231,강북,강북구,0.0
20241231,양천,양천구,
20241231,영등포,영등포구,0.0
20241231,금천,금천구,0.0
20241231,강동,강동구,0.0
20241231,마포,마포구,0.0
20241231,은평,은평구,0.0
20241231,노원,노원구,0.0
20241231,도봉,도봉구,0.0
20241231,관악,관악구,0.0
20241231,서초,서초구,0.0
20241231,동대문,동대문구,0.0
20241231,용산,용산구,0.0
20241231,송파,송파구,0.0
20241231,구로,구로구,0.0
20241231,강서,강서구,0.0
20241230,성북,성북구,0.0
20241230,중구,중구,0.0
20241230,은평,은평구,0.0
20241230,광진,광진구,0.0
20241230,송파,송파구,0.0
20241230,노원,노원구,0.0
20241230,강동,강동구,0.0
20241230,강북,강북구,0.0
20241230,서대문,서대문구,0.0
20241230,서초,서초구,0.0
20241230,도봉,도봉구,0.0
20241230,마포,마포구,0.0
20241230,용산,용산구,0.0
20241230,금천,금천구,0.0
20241230,관악,관악구,0.0
20241230,강남,강남구,0.0
20241230,구로,구로구,0.0
20241230,강서,강서구,0.0
20241230,영등포,영등포구,0.0
20241230,동대문,동대문구,0.0
20241230,양천,양천구,0.0
20241230,성동,성동구,0.0
20241229,동대문,동대문구,0.0
20241229,강동,강동구,0.0
20241229,마포,마포구,0.0
20241229,성동,성동구,0.0
20241229,서초,서초구,0.0
20241229,영등포,영등포구,0.0
20241229,노원,노원구,0.0
20241229,금천,금천구,0.0
20241229,광진,광진구,0.0
20241229,은평,은평구,0.0
20241229,도봉,도봉구,0.0
20241229,양천,양천구,0.0
20241229,강북,강북구,0.0
20241229,서대문,서대문구,0.0
20241229,중구,중구,0.0
20241229,관악,관악구,0.0
20241229,강남,강남구,0.0
20241229,용산,용산구,0.0
20241229,강서,강서구,0.0
20241229,성북,성북구,0.0
20241229,구로,구로구,0.0
20241229,송파,송파구,0.0
20241228,금천,금천구,0.0
20241228,은평,은평구,0.0
20241228,마포,마포구,0.0
20241228,노원,노원구,0.0
20241228,동대문,동대문구,0.0
20241228,영등포,영등포구,0.0
20241228,광진,광진구,0.0
20241228,강북,강북구,0.0
20241228,성북,성북구,0.0
20241228,송파,송파구,0.0
20241228,용산,용산구,0.0
20241228,강동,강동구,0.0
20241228,양천,양천구,0.0
20241228,구로,구로구,0.0
20241228,서초,서초구,0.0
20241228,서대문,서대문구,0.0
20241228,도봉,도봉구,0.0
20241228,성동,성동구,0.0
20241228,강남,강남구,0.0
20241228,관악,관악구,0.0
20241228,중구,중구,0.0
20241228,강서,강서구,0.0
20241227,노원,노원구,0.0
20241227,강동,강동구,0.0
20241227,관악,관악구,0.0
20241227,성북,성북구,0.0
20241227,마포,마포구,0.0
20241227,용산,용산구,0.0
20241227,강서,강서구,0.0
20241227,금천,금천구,0.0
20241227,송파,송파구,0.0
20241227,영등포,영등포구,0.0
20241227,은평,은평구,0.0
20241227,광진,광진구,0.0
20241227,서초,서초구,0.0
20241227,도봉,도봉구,0.0
20241227,서대문,서대문구,0.0
20241227,중구,중구,0.0
20241227,양천,양천구,0.0
20241227,구로,구로구,0.0
20241227,강남,강남구,0.0
20241227,동대문,동대문구,0.0
20241227,강북,강북구,0.0
20241227,성동,성동구,0.0
20241226,강동,강동구,0.0
20241226,성동,성동구,0.0
20241226,영등포,영등포구,0.0
20241226,양천,양천구,0.0
20241226,서초,서초구,0.0
20241226,성북,성북구,0.0
20241226,중구,중구,0.0
20241226,은평,은평구,0.0
20241226,광진,광진구,0.0
20241226,구로,구로구,0.0
20241226,관악,관악구,0.5
20241226,용산,용산구,0.0
20241226,강북,강북구,0.0
20241226,동대문,동대문구,0.0
20241226,노원,노원구,0.0
20241226,서대문,서대문구,0.0
20241226,송파,송파구,0.0
20241226,강남,강남구,0.0
20241226,마포,마포구,0.0
20241226,금천,금천구,0.5
20241226,강서,강서구,0.0
20241226,도봉,도봉구,0.0
20241225,서초,서초구,0.0
20241225,강동,강동구,0.0
20241225,강남,강남구,0.5
20241225,구로,구로구,0.0
20241225,은평,은평구,0.0
20241225,금천,금천구,0.0
20241225,강북,강북구,0.0
20241225,광진,광진구,0.0
20241225,서대문,서대문구,0.0
20241225,마포,마포구,0.0
20241225,성동,성동구,0.5
20241225,양천,양천구,0.5
20241225,노원,노원구,0.0
20241225,관악,관악구,0.0
20241225,동대문,동대문구,0.0
20241225,송파,송파구,0.0
20241225,중구,중구,0.0
20241225,강서,강서구,0.0
20241225,성북,성북구,0.0
20241225,용산,용산구,0.0
20241225,영등포,영등포구,0.0
20241225,도봉,도봉구,0.0
20241224,강남,강남구,0.0
20241224,도봉,도봉구,0.0
20241224,강북,강북구,0.0
20241224,강서,강서구,0.0
20241224,서대문,서대문구,0.0
20241224,노원,노원구,0.0
20241224,송파,송파구,0.0
20241224,마포,마포구,0.0
20241224,중구,중구,0.0
20241224,영등포,영등포구,0.0
20241224,성동,성동구,0.0
20241224,관악,관악구,0.0
20241224,서초,서초구,0.0
20241224,동대문,동대문구,0.0
20241224,양천,양천구,0.0
20241224,은평,은평구,0.0
20241224,금천,금천구,0.0
20241224,용산,용산구,0.0
20241224,구로,구로구,0.0
20241224,강동,강동구,0.0
20241224,광진,광진구,0.0
20241224,성북,성북구,0.0
20241223,성북,성북구,0.0
20241223,강서,강서구,0.0
20241223,서초,서초구,0.0
20241223,노원,노원구,0.0
20241223,중구,중구,0.0
20241223,도봉,도봉구,0.0
20241223,구로,구로구,0.0
20241223,강동,강동구,0.0
20241223,광진,광진구,0.0
20241223,동대문,동대문구,0.0
20241223,영등포,영등포구,0.0
20241223,강북,강북구,0.0
20241223,관악,관악구,0.0
20241223,양천,양천구,0.0
20241223,서대문,서대문구,0.0
20241223,강남,강남구,
20241223,송파,송파구,0.0
20241223,금천,금천구,0.0
20241223,성동,성동구,0.0
20241223,은평,은평구,0.0
20241223,용산,용산구,0.0
20241223,마포,마포구,0.0
20241222,강동,강동구,
20241222,강북,강북구,0.0
20241222,서대문,서대문구,0.0
20241222,양천,양천구,0.0
20241222,강남,강남구,0.0
20241222,동대문,동대문구,0.0
20241222,광진,광진구,0.0
20241222,영등포,영등포구,0.0
20241222,노원,노원구,0.0
20241222,관악,관악구,0.0
20241222,송파,송파구,0.0
20241222,용산,용산구,0.0
20241222,도봉,도봉구,0.0
20241222,서초,서초구,0.0
20241222,은평,은평구,0.0
20241222,성북,성북구,0.0
20241222,마포,마포구,0.0
20241222,중구,중구,0.0
20241222,금천,금천구,0.0
20241222,성동,성동구,0.0
20241222,강서,강서구,0.0
20241222,구로,구로구,0.0
20241221,은평,은평구,2.0
20241221,금천,금천구,2.0
20241221,서대문,서대문구,2.0
20241221,중구,중구,3.0
20241221,강동,강동구,2.0
20241221,성동,성동구,
20241221,광진,광진구,1.0
20241221,동대문,동대문구,1.5
20241221,구로,구로구,2.0
20241221,송파,송파구,1.5
20241221,강북,강북구,2.5
20241221,서초,서초구,3.5
20241221,용산,용산구,3.0
20241221,강서,강서구,0.5
20241221,영등포,영등포구,3.0
20241221,강남,강남구,4.0
20241221,마포,마포구,1.5
20241221,성북,성북구,3.0
20241221,노원,노원구,1.5
20241221,도봉,도봉구,1.0
20241221,양천,양천구,3.0
20241221,관악,관악구,2.0
20241220,은평,은평구,0.0
20241220,서대문,서대문구,0.0
20241220,노원,노원구,0.0
20241220,강서,강서구,0.0
20241220,중구,중구,0.0
20241220,강남,강남구,0.0
20241220,영등포,영등포구,0.0
20241220,송파,송파구,0.5
20241220,관악,관악구,0.5
20241220,구로,구로구,0.0
20241220,용산,용산구,0.0
20241220,동대문,동대문구,0.0
20241220,성동,성동구,0.0
20241220,마포,마포구,0.0
20241220,양천,양천구,0.0
20241220,서초,서초구,0.5
20241220,강동,강동구,0.5
20241220,성북,성북구,0.0
20241220,금천,금천구,0.5
20241220,강북,강북구,0.0
20241220,광진,광진구,0.0
20241220,도봉,도봉구,0.0
20241219,영등포,영등포구,0.0
20241219,도봉,도봉구,0.0
20241219,송파,송파구,0.0
20241219,강남,강남구,0.0
20241219,동대문,동대문구,0.0
20241219,마포,마포구,0.0
20241219,중구,중구,0.0
20241219,금천,금천구,0.0
20241219,용산,용산구,0.0
20241219,강북,강북구,0.0
20241219,노원,노원구,0.0
20241219,강서,강서구,0.0
20241219,성북,성북구,0.0
20241219,관악,관악구,0.0
20241219,성동,성동구,0.0
20241219,강동,강동구,0.0
20241219,구로,구로구,0.0
20241219,서초,서초구,0.0
20241219,은평,은평구,0.0
20241219,서대문,서대문구,0.0
20241219,광진,광진구,0.0
20241219,양천,양천구,0.0
20241218,광진,광진구,0.0
20241218,양천,양천구,0.0
20241218,금천,금천구,0.0
20241218,영등포,영등포구,0.0
20241218,도봉,도봉구,0.0
20241218,노원,노원구,0.0
20241218,관악,관악구,0.0
20241218,강서,강서구,0.0
20241218,성동,성동구,0.0
20241218,동대문,동대문구,0.0
20241218,용산,용산구,0.0
20241218,강동,강동구,0.0
20241218,서대문,서대문구,0.0
20241218,중구,중구,0.0
20241218,은평,은평구,
20241218,서초,서초구,0.0
20241218,마포,마포구,0.0
20241218,송파,송파구,0.0
20241218,강북,강북구,0.0
20241218,성북,성북구,0.0
20241218,구로,구로구,0.0
20241218,강남,강남구,0.0
20241217,도봉,도봉구,0.0
20241217,은평,은평구,0.0
20241217,강북,강북구,0.0
20241217,서대문,서대문구,0.0
20241217,성북,성북구,0.0
20241217,마포,마포구,0.0
20241217,영등포,영등포구,0.0
20241217,양천,양천구,0.0
20241217,강서,강서구,0.0
20241217,금천,금천구,0.0
20241217,구로,구로구,0.0
20241217,강남,강남구,0.0
20241217,동대문,동대문구,0.0
20241217,노원,노원구,0.0
20241217,서초,서초구,0.0
20241217,관악,관악구,0.0
20241217,송파,송파구,0.0
20241217,광진,광진구,0.0
20241217,중구,중구,0.0
20241217,강동,강동구,0.0
20241217,성동,성동구,0.0
20241217,용산,용산구,0.0
20241216,광진,광진구,0.0
20241216,마포,마포구,0.0
20241216,강서,강서구,0.0
20241216,강북,강북구,0.0
20241216,은평,은평구,0.0
20241216,중구,중구,0.0
20241216,영등포,영등포구,0.0
20241216,노원,노원구,0.0
20241216,구로,구로구,0.0
20241216,성북,성북구,0.0
20241216,서대문,서대문구,0.0
20241216,강남,강남구,0.0
20241216,양천,양천구,0.0
20241216,도봉,도봉구,0.0
20241216,성동,성동구,0.0
20241216,동대문,동대문구,0.0
20241216,서초,서초구,0.0
20241216,관악,관악구,0.0
20241216,강동,강동구,0.0
20241216,금천,금천구,0.0
20241216,용산,용산구,0.0
20241216,송파,송파구,0.0
20241215,은평,은평구,0.0
20241215,중구,중구,0.0
20241215,성북,성북구,0.0
20241215,관악,관악구,0.0
20241215,강남,강남구,0.0
20241215,강동,강동구,0.0
20241215,양천,양천구,0.0
20241215,송파,송파구,0.0
20241215,마포,마포구,0.0
20241215,구로,구로구,0.0
20241215,강북,강북구,0.0
20241215,도봉,도봉구,0.0
20241215,성동,성동구,0.0
20241215,서초,서초구,0.0
20241215,서대문,서대문구,0.0
20241215,광진,광진구,0.0
20241215,강서,강서구,0.0
20241215,금천,금천구,0.0
20241215,동대문,동대문구,0.0
20241215,영등포,영등포구,0.0
20241215,용산,용산구,0.0
20241215,노원,노원구,0.0
20241214,노원,노원구,0.0
20241214,양천,양천구,0.0
20241214,강동,강동구,0.0
20241214,마포,마포구,0.0
20241214,서대문,서대문구,0.0
20241214,강서,강서구,0.0
20241214,서초,서초구,0.0
20241214,관악,관악구,0.0
20241214,구로,구로구,0.0
20241214,은평,은평구,0.0
20241214,성동,성동구,0.0
20241214,영등포,영등포구,0.0
20241214,광진,광진구,0.0
20241214,용산,용산구,0.0
20241214,성북,성북구,0.0
20241214,중구,중구,0.0
20241214,강북,강북구,0.0
20241214,금천,금천구,0.0
20241214,강남,강남구,0.0
20241214,송파,송파구,0.0
20241214,도봉,도봉구,0.0
20241214,동대문,동대문구,0.0
20241213,서초,서초구,0.0
20241213,은평,은평구,0.0
20241213,금천,금천구,0.0
20241213,도봉,도봉구,0.0
20241213,중구,중구,0.0
20241213,강서,강서구,0.0
20241213,강북,강북구,0.0
20241213,서대문,서대문구,0.0
20241213,관악,관악구,0.0
20241213,영등포,영등포구,0.0
20241213,강동,강동구,0.0
20241213,마포,마포구,0.0
20241213,광진,광진구,0.0
20241213,성동,성동구,0.0
20241213,동대문,동대문구,0.0
20241213,성북,성북구,0.0
20241213,노원,노원구,0.0
20241213,구로,구로구,0.0
20241213,송파,송파구,0.0
20241213,강남,강남구,0.0
20241213,용산,용산구,0.0
20241213,양천,양천구,0.0
20241212,강남,강남구,0.0
20241212,강북,강북구,0.0
20241212,성북,성북구,0.0
20241212,도봉,도봉구,0.0
20241212,강동,강동구,0.0
20241212,성동,성동구,0.0
20241212,구로,구로구,0.0
20241212,서초,서초구,0.0
20241212,송파,송파구,0.0
20241212,노원,노원구,0.0
20241212,은평,은평구,0.0
20241212,영등포,영등포구,0.0
20241212,강서,강서구,0.0
20241212,광진,광진구,0.0
20241212,용산,용산구,0.0
20241212,마포,마포구,0.0
20241212,중구,중구,0.0
20241212,관악,관악구,0.0
20241212,동대문,동대문구,0.0
20241212,양천,양천구,0.0
20241212,서대문,서대문구,0.0
20241212,금천,금천구,0.0
20241211,강북,강북구,0.0
20241211,중구,중구,0.0
20241211,관악,관악구,0.0
20241211,노원,노원구,0.0
20241211,마포,마포구,0.0
20241211,동대문,동대문구,0.0
20241211,성북,성북구,0.0
20241211,금천,금천구,0.0
20241211,강동,강동구,0.0
20241211,용산,용산구,0.0
20241211,양천,양천구,0.0
20241211,영등포,영등포구,0.0
20241211,강남,강남구,0.0
20241211,광진,광진구,0.0
20241211,구로,구로구,0.0
20241211,은평,은평구,0.0
20241211,도봉,도봉구,0.0
20241211,성동,성동구,0.0
20241211,서초,서초구,0.0
20241211,송파,송파구,0.0
20241211,서대문,서대문구,0.0
20241211,강서,강서구,0.0
20241210,강북,강북구,0.0
20241210,노원,노원구,0.0
20241210,관악,관악구,0.0
20241210,은평,은평구,0.0
20241210,영등포,영등포구,0.0
20241210,광진,광진구,0.0
20241210,금천,금천구,0.0
20241210,용산,용산구,0.0
20241210,강동,강동구,0.0
20241210,강남,강남구,0.0
20241210,도봉,도봉구,0.0
20241210,성북,성북구,0.0
20241210,동대문,동대문구,0.0
20241210,중구,중구,0.0
20241210,강서,강서구,0.0
20241210,서초,서초구,0.0
20241210,마포,마포구,0.0
20241210,양천,양천구,
20241210,구로,구로구,0.0
20241210,송파,송파구,0.0
20241210,서대문,서대문구,0.0
20241210,성동,성동구,0.0
20241209,강서,강서구,0.0
20241209,구로,구로구,0.0
20241209,강남,강남구,0.0
20241209,강동,강동구,0.0
20241209,용산,용산구,0.0
20241209,영등포,영등포구,0.0
20241209,송파,송파구,0.0
20241209,도봉,도봉구,0.0
20241209,동대문,동대문구,0.0
20241209,노원,노원구,0.0
20241209,양천,양천구,0.0
20241209,은평,은평구,0.0
20241209,마포,마포구,0.0
20241209,서초,서초구,0.0
20241209,관악,관악구,0.0
20241209,성동,성동구,0.0
20241209,성북,성북구,0.0
20241209,중구,중구,0.0
20241209,서대문,서대문구,0.0
20241209,금천,금천구,0.0
20241209,광진,광진구,0.0
20241209,강북,강북구,0.0
20241208,강동,강동구,0.0
20241208,서대문,서대문구,0.0
20241208,용산,용산구,0.0
20241208,동대문,동대문구,0.0
20241208,중구,중구,0.0
20241208,노원,노원구,0.0
20241208,마포,마포구,0.0
20241208,은평,은평구,0.0
20241208,양천,양천구,0.0
20241208,금천,금천구,0.0
20241208,성동,성동구,0.0
20241208,광진,광진구,0.0
20241208,송파,송파구,0.0
20241208,강남,강남구,0.0
20241208,관악,관악구,0.0
20241208,도봉,도봉구,0.0
20241208,강북,강북구,0.0
20241208,서초,서초구,0.0
20241208,강서,강서구,0.0
20241208,성북,성북구,0.0
20241208,구로,구로구,0.0
20241208,영등포,영등포구,0.0
20241207,관악,관악구,0.0
20241207,강북,강북구,0.0
20241207,서초,서초구,0.0
20241207,용산,용산구,0.0
20241207,구로,구로구,0.0
20241207,금천,금천구,0.0
20241207,송파,송파구,0.0
20241207,강동,강동구,0.0
20241207,노원,노원구,0.0
20241207,은평,은평구,0.0
20241207,중구,중구,0.0
20241207,영등포,영등포구,0.0
20241207,강서,강서구,0.0
20241207,양천,양천구,0.0
20241207,광진,광진구,0.0
20241207,도봉,도봉구,0.0
20241207,서대문,서대문구,0.0
20241207,성동,성동구,0.0
20241207,강남,강남구,0.0
20241207,마포,마포구,0.0
20241207,동대문,동대문구,0.0
20241207,성북,성북구,0.0
20241206,동대문,동대문구,0.0
20241206,은평,은평구,0.0
20241206,성북,성북구,0.0
20241206,강동,강동구,0.0
20241206,광진,광진구,0.0
20241206,강서,강서구,0.0
20241206,성동,성동구,0.0
20241206,송파,송파구,0.0
20241206,서초,서초구,0.0
20241206,강남,강남구,0.0
20241206,구로,구로구,0.0
20241206,서대문,서대문구,0.0
20241206,마포,마포구,0.0
20241206,양천,양천구,0.0
20241206,금천,금천구,0.0
20241206,중구,중구,0.0
20241206,관악,관악구,0.0
20241206,도봉,도봉구,0.0
20241206,강북,강북구,0.0
20241206,용산,용산구,0.0
20241206,노원,노원구,0.0
20241206,영등포,영등포구,0.0
20241205,성북,성북구,2.0
20241205,관악,관악구,1.0
20241205,성동,성동구,2.0
20241205,은평,은평구,1.0
20241205,강동,강동구,1.5
20241205,노원,노원구,0.0
20241205,용산,용산구,2.0
20241205,구로,구로구,0.5
20241205,강서,강서구,1.0
20241205,서대문,서대문구,1.5
20241205,도봉,도봉구,1.0
20241205,송파,송파구,
20241205,금천,금천구,0.5
20241205,강북,강북구,1.5
20241205,양천,양천구,1.5
20241205,광진,광진구,1.0
20241205,강남,강남구,1.0
20241205,마포,마포구,3.0
20241205,서초,서초구,1.0
20241205,중구,중구,2.0
20241205,동대문,동대문구,1.0
20241205,영등포,영등포구,2.0
20241204,성동,성동구,0.0
20241204,강남,강남구,0.0
20241204,강북,강북구,0.0
20241204,성북,성북구,0.0
20241204,서초,서초구,0.0
20241204,광진,광진구,0.0
20241204,영등포,영등포구,0.0
20241204,중구,중구,0.0
20241204,동대문,동대문구,0.0
20241204,노원,노원구,0.0
20241204,서대문,서대문구,0.0
20241204,용산,용산구,0.0
20241204,마포,마포구,0.0
20241204,금천,금천구,0.0
20241204,강서,강서구,0.0
20241204,도봉,도봉구,0.0
20241204,구로,구로구,0.0
20241204,송파,송파구,
20241204,은평,은평구,0.0
20241204,강동,강동구,0.0
20241204,관악,관악구,0.0
20241204,양천,양천구,0.0
20241203,은평,은평구,0.0
20241203,강북,강북구,0.0
20241203,금천,금천구,0.0
20241203,송파,송파구,
20241203,성북,성북구,0.0
20241203,강서,강서구,0.0
20241203,마포,마포구,0.0
20241203,용산,용산구,0.0
20241203,중구,중구,0.0
20241203,성동,성동구,0.0
20241203,서초,서초구,0.0
20241203,동대문,동대문구,0.0
20241203,서대문,서대문구,0.0
20241203,관악,관악구,0.0
20241203,구로,구로구,0.0
20241203,강남,강남구,0.0
20241203,노원,노원구,0.0
20241203,영등포,영등포구,0.0
20241203,광진,광진구,0.0
20241203,도봉,도봉구,0.0
20241203,강동,강동구,0.0
20241203,양천,양천구,0.0
20241202,도봉,도봉구,0.0
20241202,마포,마포구,0.0
20241202,강북,강북구,
20241202,서대문,서대문구,0.0
20241202,구로,구로구,0.0
20241202,은평,은평구,0.0
20241202,성동,성동구,0.0
20241202,강서,강서구,0.0
20241202,용산,용산구,0.0
20241202,광진,광진구,0.0
20241202,송파,송파구,0.0
20241202,관악,관악구,0.0
20241202,영등포,영등포구,0.0
20241202,강동,강동구,0.0
20241202,성북,성북구,0.0
20241202,중구,중구,0.0
20241202,양천,양천구,0.0
20241202,노원,노원구,0.0
20241202,강남,강남구,0.0
20241202,서초,서초구,0.0
20241202,금천,금천구,0.0
20241202,동대문,동대문구,0.0
20241201,강남,강남구,0.5
20241201,영등포,영등포구,0.5
20241201,강북,강북구,0.0
20241201,용산,용산구,0.5
20241201,서대문,서대문구,0.0
20241201,구로,구로구,0.0
20241201,양천,양천구,
20241201,관악,관악구,0.5
20241201,노원,노원구,0.0
20241201,도봉,도봉구,0.5
20241201,마포,마포구,0.0
20241201,광진,광진구,0.0
20241201,중구,중구,0.5
20241201,금천,금천구,0.5
20241201,성북,성북구,0.5
20241201,서초,서초구,0.5
20241201,강동,강동구,0.5
20241201,강서,강서구,0.0
20241201,송파,송파구,0.5
20241201,성동,성동구,0.5
20241201,동대문,동대문구,0.0
20241201,은평,은평구,0.0
20241130,양천,양천구,0.0
20241130,영등포,영등포구,0.0
20241130,중구,중구,0.0
20241130,광진,광진구,0.0
20241130,마포,마포구,0.0
20241130,서초,서초구,0.0
20241130,관악,관악구,0.0
20241130,용산,용산구,0.0
20241130,도봉,도봉구,1.5
20241130,은평,은평구,
20241130,강북,강북구,1.5
20241130,동대문,동대문구,0.5
20241130,서대문,서대문구,0.0
20241130,노원,노원구,0.5
20241130,금천,금천구,0.0
20241130,강남,강남구,0.0
20241130,성북,성북구,0.5
20241130,강동,강동구,0.5
20241130,구로,구로구,0.0
20241130,강서,강서구,0.0
20241130,성동,성동구,0.0
20241130,송파,송파구,0.0
20241129,관악,관악구,0.0
20241129,영등포,영등포구,0.0
20241129,강북,강북구,0.0
20241129,강동,강동구,0.0
20241129,중구,중구,0.0
20241129,구로,구로구,0.0
20241129,양천,양천구,0.0
20241129,동대문,동대문구,0.0
20241129,강남,강남구,0.0
20241129,마포,마포구,0.0
20241129,서초,서초구,
20241129,용산,용산구,
20241129,은평,은평구,0.0
20241129,성북,성북구,0.0
20241129,도봉,도봉구,
20241129,서대문,서대문구,0.0
20241129,성동,성동구,0.0
20241129,송파,송파구,0.0
20241129,노원,노원구,0.0
20241129,강서,강서구,0.0
20241129,금천,금천구,0.0
20241129,광진,광진구,0.0
20241128,성동,성동구,5.0
20241128,서대문,서대문구,8.0
20241128,금천,금천구,11.0
20241128,노원,노원구,0.5
20241128,서초,서초구,
20241128,중구,중구,6.5
20241128,관악,관악구,
20241128,강남,강남구,10.5
20241128,도봉,도봉구,
20241128,송파,송파구,5.0
20241128,용산,용산구,
20241128,동대문,동대문구,2.0
20241128,양천,양천구,7.5
20241128,영등포,영등포구,6.0
20241128,광진,광진구,3.0
20241128,강동,강동구,4.5
20241128,마포,마포구,
20241128,구로,구로구,6.0
20241128,강서,강서구,2.0
20241128,은평,은평구,1.5
20241128,강북,강북구,1.0
20241128,성북,성북구,3.0
20241127,은평,은평구,15.5
20241127,구로,구로구,16.5
20241127,성동,성동구,15.0
20241127,강서,강서구,13.5
20241127,서초,서초구,22.0
20241127,서대문,서대문구,20.5
20241127,강동,강동구,17.0
20241127,마포,마포구,12.5
20241127,금천,금천구,24.0
20241127,강북,강북구,17.0
20241127,동대문,동대문구,12.5
20241127,관악,관악구,25.0
20241127,광진,광진구,11.0
20241127,용산,용산구,
20241127,도봉,도봉구,16.5
20241127,중구,중구,19.0
20241127,노원,노원구,10.0
20241127,양천,양천구,17.5
20241127,성북,성북구,19.5
20241127,강남,강남구,21.5
20241127,영등포,영등포구,16.0
20241127,송파,송파구,16.0
20241126,도봉,도봉구,28.0
20241126,강북,강북구,30.5
20241126,용산,용산구,24.0
20241126,동대문,동대문구,25.0
20241126,서초,서초구,28.5
20241126,강동,강동구,28.5
20241126,노원,노원구,24.0
20241126,서대문,서대문구,20.5
20241126,양천,양천구,23.0
20241126,중구,중구,21.5
20241126,강남,강남구,28.0
20241126,성동,성동구,26.5
20241126,은평,은평구,20.0
20241126,성북,성북구,27.0
20241126,구로,구로구,24.0
20241126,광진,광진구,25.0
20241126,송파,송파구,26.0
20241126,마포,마포구,20.5
20241126,관악,관악구,30.0
20241126,강서,강서구,21.0
20241126,금천,금천구,21.5
20241126,영등포,영등포구,24.0
20241125,용산,용산구,0.0
20241125,구로,구로구,0.0
20241125,중구,중구,0.0
20241125,양천,양천구,0.0
20241125,성북,성북구,0.0
20241125,강서,강서구,0.0
20241125,서초,서초구,0.0
20241125,노원,노원구,0.0
20241125,마포,마포구,0.0
20241125,은평,은평구,0.0
20241125,강남,강남구,0.0
20241125,도봉,도봉구,0.0
20241125,성동,성동구,0.0
20241125,서대문,서대문구,0.0
20241125,광진,광진구,0.0
20241125,금천,금천구,0.0
20241125,동대문,동대문구,0.0
20241125,송파,송파구,0.0
20241125,강동,강동구,0.0
20241125,강북,강북구,0.0
20241125,관악,관악구,0.0
20241125,영등포,영등포구,0.0
20241124,서초,서초구,0.0
20241124,노원,노원구,0.0
20241124,마포,마포구,0.0
20241124,영등포,영등포구,0.0
20241124,송파,송파구,0.0
20241124,양천,양천구,0.0
20241124,강남,강남구,0.0
20241124,강서,강서구,0.0
20241124,동대문,동대문구,0.0
20241124,강동,강동구,0.0
20241124,용산,용산구,0.0
20241124,금천,금천구,0.0
20241124,성북,성북구,0.0
20241124,성동,성동구,0.0
20241124,중구,중구,0.0
20241124,강북,강북구,0.0
20241124,도봉,도봉구,0.0
20241124,은평,은평구,0.0
20241124,광진,광진구,0.0
20241124,관악,관악구,0.0
20241124,구로,구로구,0.0
20241124,서대문,서대문구,0.0
20241123,강동,강동구,0.0
20241123,용산,용산구,0.0
20241123,강서,강서구,0.0
20241123,송파,송파구,0.0
20241123,도봉,도봉구,0.0
20241123,관악,관악구,0.0
20241123,광진,광진구,0.0
20241123,마포,마포구,0.0
20241123,서대문,서대문구,0.0
20241123,성동,성동구,0.0
20241123,성북,성북구,0.0
20241123,강북,강북구,0.0
20241123,은평,은평구,0.0
20241123,노원,노원구,0.0
20241123,서초,서초구,0.0
20241123,강남,강남구,0.0
20241123,양천,양천구,0.0
20241123,영등포,영등포구,0.0
20241123,동대문,동대문구,0.0
20241123,구로,구로구,0.0
20241123,금천,금천구,0.0
20241123,중구,중구,0.0
20241122,용산,용산구,0.0
20241122,강남,강남구,0.0
20241122,중구,중구,0.0
20241122,금천,금천구,0.0
20241122,성동,성동구,0.0
20241122,관악,관악구,0.0
20241122,은평,은평구,0.0
20241122,도봉,도봉구,0.0
20241122,동대문,동대문구,0.0
20241122,성북,성북구,0.0
20241122,강서,강서구,0.0
20241122,광진,광진구,0.0
20241122,구로,구로구,0.0
20241122,서초,서초구,0.0
20241122,강동,강동구,0.0
20241122,노원,노원구,0.0
20241122,마포,마포구,0.0
20241122,서대문,서대문구,0.0
20241122,영등포,영등포구,0.0
20241122,송파,송파구,0.0
20241122,양천,양천구,0.0
20241122,강북,강북구,0.0
20241121,금천,금천구,1.5
20241121,광진,광진구,0.0
20241121,성북,성북구,0.0
20241121,강북,강북구,0.0
20241121,영등포,영등포구,0.5
20241121,서대문,서대문구,0.0
20241121,송파,송파구,1.0
20241121,구로,구로구,1.5
20241121,강서,강서구,0.0
20241121,마포,마포구,0.0
20241121,도봉,도봉구,0.0
20241121,은평,은평구,0.0
20241121,용산,용산구,0.0
20241121,노원,노원구,0.0
20241121,관악,관악구,1.5
20241121,동대문,동대문구,0.0
20241121,성동,성동구,0.0
20241121,중구,중구,0.0
20241121,서초,서초구,0.5
20241121,양천,양천구,0.5
20241121,강동,강동구,0.0
20241121,강남,강남구,0.5
20241120,광진,광진구,0.0
20241120,금천,금천구,0.5
20241120,강동,강동구,0.0
20241120,양천,양천구,0.0
20241120,동대문,동대문구,0.0
20241120,노원,노원구,0.0
20241120,용산,용산구,0.0
20241120,강남,강남구,0.0
20241120,중구,중구,0.0
20241120,성동,성동구,0.0
20241120,도봉,도봉구,0.0
20241120,구로,구로구,0.0
20241120,서대문,서대문구,0.0
20241120,강서,강서구,0.0
